Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,lat,lng,Spring_tavg,Spring_tmin,Spring_tmax,Spring_prcp,Spring_tsun,Summer_tavg,Summer_tmin,Summer_tmax,Summer_prcp,Summer_tsun,Fall_tavg,Fall_tmin,Fall_tmax,Fall_prcp,Fall_tsun
Vermentino 2017,Italy,Toscana,Famiglia Castellani,3.8,25,5.65,2017,43.4586541,11.1389204,13.02040926615397,7.58135461807251,18.079293886820476,2.4140859842300415,38596.06640625,23.144110997517902,17.546875,28.59219741821289,0.6008960604667664,45483.734375,15.140344301859537,10.666515986124674,19.837932268778484,4.285842259724935,28262.647135416668
Ronco Broilo 2010,Italy,Colli Orientali del Friuli,Conte d'Attimis Maniago,4.3,25,44.9,2010,46.0023998,13.4412468,12.211593468983969,6.752915422121684,17.25321896870931,3.1019355058670044,35867.345052083336,21.260414759318035,15.939779281616211,25.74433072408041,2.7594624360402427,43995.188802083336,13.213796615600586,9.445639928181967,17.29675006866455,3.4862723350524902,25690.02734375
Weisser Schiefer s 2017,Austria,Südburgenland,Weinbau Uwe Schiefer,4.2,25,33.25,2017,47.2915075,16.2072922,10.358485380808512,5.355860193570455,14.921093304951986,2.084623654683431,33792.987630208336,19.78783416748047,14.87268861134847,24.064193725585938,3.4856271743774414,41091.74609375,10.779871145884195,7.090537826220195,14.44589646657308,2.1996416250864663,24824.216796875
Chardonnay 2018,Germany,Rheinhessen,Krämer - Straight,3.9,25,8.99,2018,49.9045181,8.2711082,10.870089530944824,6.181635856628418,15.685166041056315,1.9486021399497986,32215.950520833332,20.188914616902668,15.353768666585287,25.07788912455241,3.0874194304148355,39031.8828125,10.74624490737915,7.390793879826863,14.412908236185709,2.2307167847951255,22206.2646484375
Maganza Zibibbo 2018,Italy,Terre Siciliane,Luna Gaia,3.9,25,8.6,2018,42.83333,12.83333,10.693307558695475,4.006231149037679,16.70938523610433,1.9894982973734539,39602.078125,22.46411387125651,15.005531946818033,28.969994227091473,0.9702867070833842,47036.95703125,11.305813312530518,5.773005247116089,16.654420534769695,3.3380644718805947,30682.592447916668
Chardonnay 2019,Germany,Pfalz,Schneider,3.7,25,15.9,2019,53.8156324,13.3702287,8.892620941003164,4.312749147415161,13.52642297744751,1.1478852530320485,34172.715494791664,19.474341074625652,14.565383275349935,24.109989166259766,1.2932616472244263,43771.686197916664,10.823776880900065,7.550042708714803,14.42975664138794,0.7539785106976827,22964.796223958332
Goldloch Riesling GG 2016,Germany,Nahe,Diel,4.1,25,33.9,2016,49.7874798,7.4869735,9.810322125752768,5.035138010978699,14.18623161315918,1.0314695437749226,34965.727864583336,19.92021115620931,14.957181612650553,24.536195755004883,1.403261661529541,39218.235677083336,10.63908608754476,7.896249294281006,13.64533519744873,2.1353763739267984,19364.486653645832
Kieselberg GG 2015,Germany,Pfalz,Von Winning,4.1,25,33.95,2015,53.8156324,13.3702287,9.900286197662354,5.780543088912964,13.986008326212565,1.57415775458018,34671.641927083336,17.84143829345703,13.542639096577963,21.834484736124676,2.5456273555755615,43862.809895833336,11.58355442682902,8.952961921691895,14.357281049092608,1.6344802876313527,19580.325520833332
Catarratto 2019,Italy,Terre Siciliane,Feudi Branciforti dei Bordonaro,3.8,25,5.0,2019,42.83333,12.83333,10.944860617319742,5.61612343788147,15.99802335103353,4.016845901807149,32957.818359375,20.684879302978516,13.892772356669107,26.438435236612957,1.5591397881507874,46079.90234375,13.052374521891275,7.969582398732503,18.79178587595622,3.1346237659454346,29003.87109375
Safari Pecorino 2017,Italy,Terre di Chieti,Bove,3.4,25,6.74,2017,42.3503,14.16773,12.341827392578125,6.861098607381185,17.461833000183105,3.3024731477101645,38223.029296875,21.38924725850423,15.557371139526367,26.392244974772137,4.955591678619385,45722.484375,13.624297459920248,9.191366990407309,18.453463872273762,2.9920789003372192,30020.848307291668
Sauvignon Veneto 2019,Italy,Veneto,Torresella,3.8,25,6.77,2019,45.6476663,11.8665254,13.536653518676758,8.937859853108725,18.279329617818195,3.5115772088368735,32711.554036458332,23.843075434366863,18.881460825602215,28.593020757039387,2.132150491078695,44308.8515625,15.458112398783365,11.538594722747803,19.798755645751953,3.1871684789657593,28029.239583333332
Berg Riesling 2018,France,Alsace,Domaine Pfister,4.2,25,15.9,2018,50.7007285,3.160983,10.792227745056152,6.2260215282440186,15.108996391296387,1.4834408561388648,32143.478515625,18.318333943684895,13.864337285359701,22.640806833902996,1.9059857527414958,37393.638020833336,11.63038158416748,8.576863924662272,14.780430475870768,1.9985663096110027,21676.108723958332
Grechetto 2018,Italy,Umbria,SIGNÆ,3.6,25,8.9,2018,42.965916,12.490236,12.81855583190918,6.774616479873657,19.392680803934734,1.290645162264506,39727.350260416664,24.800423940022785,17.702571868896484,31.935028076171875,0.770286758740743,46931.442708333336,13.122224489847818,8.422304312388102,18.728164672851562,2.0301073789596558,30681.960286458332
Riesling 'Le Gallais' Wiltinger Braune Kupp Kabinett 2018,Germany,Wiltingen,Egon Müller - Scharzhof,4.3,25,38.94,2018,49.6591723,6.590185,10.9817902247111,5.973969618479411,15.814866383870443,1.431146909793218,33278.747395833336,19.41876157124837,14.652535438537598,23.765654881795246,2.712544838587443,37258.658203125,10.65787903467814,7.133019367853801,14.10151449839274,2.41734770933787,20928.805989583332
Unterebner Pinot Grigio 2018,Italy,Südtirol - Alto Adige,Tramin,3.7,25,20.37,2018,46.441472,11.282121,12.47677739461263,6.949846267700195,17.990993817647297,2.58476714293162,38359.419270833336,22.35099220275879,16.96215756734212,27.729721069335938,3.070680856704712,45276.795572916664,11.445706844329834,7.092623869578044,16.156279881795246,2.953763405481974,27679.695963541668
The Guv'nor Blanco 2019,Spain,Castilla,Félix Solís,3.7,25,6.89,2019,40.4763551,-3.6800358,11.432603359222412,6.545000314712524,16.77939001719157,2.7584230105082193,35024.537760416664,23.72105598449707,16.6374724706014,30.263296763102215,0.283655905475219,46343.235677083336,14.995573997497559,10.228620370229086,20.41521422068278,1.9291757941246033,29888.9921875
Oestricher Muschelkalk Riesling Trocken 2018,Germany,Rheingau,Spreitzer,3.8,25,10.4,2018,50.1339394,8.0701591,9.347691377003988,5.363293965657552,13.40383243560791,1.8932616313298543,31604.063151041668,17.82805061340332,13.763580958048502,21.93177096048991,3.1446953217188516,38421.0625,9.158340295155844,6.351358811060588,12.167756875356039,2.409856597582499,21897.175455729168
Mâcon-Prissé 2014,France,Mâcon-Prissé,Les Héritiers du Comte Lafon,3.7,25,25.92,2014,46.3339517,4.7335828,9.48155148824056,5.389077067375183,13.620850880940756,4.3365232944488525,27157.233723958332,20.094722112019856,15.213324228922525,24.786514282226562,2.5925806363423667,42813.911458333336,12.57689873377482,9.524775902430216,15.852409998575846,4.5289247035980225,22709.337239583332
Kallstadter Steinacker Riesling 2015,Germany,Pfalz,Rings,4.0,25,19.0,2015,53.8156324,13.3702287,9.900286197662354,5.780543088912964,13.986008326212565,1.57415775458018,34671.641927083336,17.84143829345703,13.542639096577963,21.834484736124676,2.5456273555755615,43862.809895833336,11.58355442682902,8.952961921691895,14.357281049092608,1.6344802876313527,19580.325520833332
Kerner Carned 2018,Italy,Südtirol - Alto Adige,Cantina Kaltern,3.7,25,16.17,2018,46.441472,11.282121,12.47677739461263,6.949846267700195,17.990993817647297,2.58476714293162,38359.419270833336,22.35099220275879,16.96215756734212,27.729721069335938,3.070680856704712,45276.795572916664,11.445706844329834,7.092623869578044,16.156279881795246,2.953763405481974,27679.695963541668
Fehérburgundi 2017,Hungary,Sopron,Weninger,3.9,25,11.02,2017,47.6803063,16.5983457,10.532283465067545,5.8452402750651045,14.806171417236328,2.1544086933135986,34437.166015625,20.380558013916016,15.756584167480469,24.536530176798504,2.63727605342865,42172.94921875,11.257126013437906,7.711458921432495,14.951333363850908,1.9140501817067463,25449.938802083332
