Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,lat,lng,Jan_tavg,Jan_tmin,Jan_tmax,Jan_prcp,Jan_tsun,Feb_tavg,Feb_tmin,Feb_tmax,Feb_prcp,Feb_tsun,Mar_tavg,Mar_tmin,Mar_tmax,Mar_prcp,Mar_tsun,Apr_tavg,Apr_tmin,Apr_tmax,Apr_prcp,Apr_tsun,May_tavg,May_tmin,May_tmax,May_prcp,May_tsun,Jun_tavg,Jun_tmin,Jun_tmax,Jun_prcp,Jun_tsun,Jul_tavg,Jul_tmin,Jul_tmax,Jul_prcp,Jul_tsun,Aug_tavg,Aug_tmin,Aug_tmax,Aug_prcp,Aug_tsun,Sep_tavg,Sep_tmin,Sep_tmax,Sep_prcp,Sep_tsun,Oct_tavg,Oct_tmin,Oct_tmax,Oct_prcp,Oct_tsun,Nov_tavg,Nov_tmin,Nov_tmax,Nov_prcp,Nov_tsun,Dec_tavg,Dec_tmin,Dec_tmax,Dec_prcp,Dec_tsun
Mad Méditerranée Rosé 2019,France,Méditerranée,Château Camparnaud,4.0,25,10.11,2019,43.6487851,2.3435684,6.492903232574463,4.432822227478027,8.85862922668457,17.5,10470.0634765625,1.8492709398269653,-1.0807143449783325,5.205000400543213,5.982142925262451,16564.908203125,6.222539901733398,2.9312098026275635,10.09895133972168,7.338709831237793,24844.400390625,11.822708129882812,7.950833320617676,16.060832977294922,4.9599995613098145,32274.74609375,13.26514720916748,9.702177047729492,17.031208038330078,7.509676933288574,28201.0078125,18.040971755981445,13.554166793823242,22.59749984741211,3.253333330154419,40204.953125,21.383224487304688,16.034435272216797,26.632822036743164,3.6548385620117188,45991.55078125,20.925228118896484,15.84895133972168,26.110240936279297,1.4806450605392456,38648.625,18.789791107177734,13.94083309173584,24.282499313354492,0.95333331823349,38090.23046875,12.612728118896484,9.5070161819458,16.123144149780273,6.970967769622803,24058.892578125,9.50583267211914,6.847499370574951,12.570833206176758,2.569999933242798,21403.29296875,6.562930107116699,3.7699193954467773,9.466693878173828,3.3806450366973877,14458.3623046875
Redoma Rosé 2019,Portugal,Douro,Niepoort,3.9,25,12.81,2019,41.135684,-7.1166743,8.39569091796875,4.2376933097839355,13.07801628112793,1.8193548917770386,20463.451171875,7.394378662109375,2.677785873413086,13.011713981628418,1.8892858028411865,24371.34765625,9.785140037536621,5.41349983215332,14.329628944396973,5.490323066711426,26293.642578125,13.566486358642578,8.3551664352417,19.20516586303711,2.9766666889190674,33902.87109375,17.387693405151367,11.657048225402832,23.065113067626953,1.1096773147583008,39430.1328125,21.411487579345703,15.745166778564453,27.326833724975586,2.6433334350585938,41943.5703125,23.845691680908203,17.603822708129883,30.52801513671875,0.4645161032676697,47522.58203125,26.969615936279297,19.228015899658203,35.01833724975586,0.003225806402042508,45388.95703125,24.961139678955078,18.10849952697754,32.29683303833008,0.09000000357627869,40378.69921875,16.865449905395508,11.278016090393066,23.057048797607422,1.5612902641296387,32364.298828125,11.509889602661133,7.7935004234313965,15.906832695007324,3.8966667652130127,22614.33984375,8.938164710998535,5.140919208526611,13.87479019165039,1.7903226613998413,21852.482421875
Fantini Cerasuolo d'Abruzzo 2019,Italy,Abruzzo,Farnese,3.6,25,5.6,2019,42.227681,13.854983,5.029131889343262,1.1153548955917358,9.80567741394043,1.1935484409332275,24892.6796875,1.631267786026001,-1.9004285335540771,5.3513569831848145,6.1785712242126465,18971.189453125,5.266026496887207,1.3960000276565552,9.660516738891602,4.44516134262085,23551.9921875,12.131208419799805,7.2743330001831055,17.46099853515625,1.840000033378601,37672.765625,14.408836364746094,10.41535472869873,18.50728988647461,5.754838466644287,36345.8203125,17.468223571777344,12.746000289916992,21.904333114624023,2.619999885559082,47797.1015625,21.045663833618164,15.794386863708496,26.366966247558594,1.5709677934646606,48473.44140625,20.70587730407715,15.957289695739746,26.004064559936523,0.9419354796409607,43271.37890625,17.08822250366211,12.794333457946777,22.38433265686035,1.7166666984558105,36403.0625,12.86192798614502,9.120194435119629,17.15890121459961,5.199999809265137,29140.169921875,8.332457542419434,5.080999851226807,12.16100025177002,5.099999904632568,18525.5234375,4.100771427154541,0.4750322699546814,8.754064559936523,2.777419328689575,23233.658203125
Mount Hermon Rosé 2017,Israel,Galilee,Hermon,3.4,25,12.14,2017,32.8008444,35.5889732,12.405073165893555,8.10325813293457,17.053258895874023,2.229032516479492,29764.341796875,15.578400611877441,9.743413925170898,22.255481719970703,2.1275861263275146,34279.61328125,17.88833999633789,12.214548110961914,23.90164566040039,1.0032258033752441,37206.05859375,22.602598190307617,15.21933364868164,30.189332962036133,0.4300000071525574,42594.48828125,24.15399742126465,18.240354537963867,30.609708786010742,0.19354838132858276,45409.69921875,28.970651626586914,22.3243350982666,36.28266525268555,0.013333333656191826,46900.171875,28.807086944580078,23.311323165893555,35.93873977661133,0.0,45704.04296875,29.010446548461914,23.9597110748291,35.867774963378906,0.006451612804085016,43681.171875,27.487667083740234,22.429332733154297,34.102664947509766,0.0033333334140479565,40109.921875,25.778057098388672,20.1419677734375,32.770999908447266,0.025806451216340065,37174.03515625,19.40106964111328,14.011000633239746,25.954334259033203,0.34666669368743896,32124.181640625,13.494791030883789,9.585515975952148,17.695194244384766,4.077419281005859,29585.072265625
La Villa Rosé 2018,France,Languedoc,Château La Sauvageonne,4.6,25,68.95,2018,43.6796869,1.3966515,2.878126621246338,-0.7201935052871704,7.28787088394165,0.6612903475761414,19278.837890625,8.720890045166016,4.812928199768066,13.246857643127441,2.414285898208618,21811.625,10.729134559631348,5.8572258949279785,16.144323348999023,2.754838705062866,26535.541015625,12.70129108428955,6.828999996185303,18.698999404907227,1.273333191871643,39435.42578125,17.196741104125977,12.178193092346191,22.592710494995117,4.341935634613037,39344.87890625,22.357959747314453,17.217334747314453,27.894001007080078,2.1633334159851074,41159.078125,22.077322006225586,17.720129013061523,26.88787078857422,1.7032257318496704,35289.68359375,22.982160568237305,17.88787078857422,28.663677215576172,1.5612903833389282,37314.94921875,17.194486618041992,12.772334098815918,22.05233383178711,1.8033334016799927,32114.626953125,15.740290641784668,11.315290451049805,21.044322967529297,0.6064515709877014,26410.521484375,8.128791809082031,4.260666847229004,12.627333641052246,1.0800000429153442,22203.802734375,5.796405792236328,2.6056129932403564,9.052387237548828,2.519354820251465,14691.423828125
La Rosé de Manincor 2019,Italy,Vigneti delle Dolomiti,Manincor,4.1,25,17.5,2019,46.38333,11.85,-5.5835700035095215,-9.355210304260254,-0.9600483179092407,2.887096881866455,22425.271484375,-8.570741653442383,-12.039713859558105,-4.7789998054504395,2.346428394317627,21448.28125,-3.8171050548553467,-7.387467384338379,-0.06972578912973404,4.267742156982422,23639.044921875,2.9969723224639893,-1.374833345413208,7.548500061035156,3.326666831970215,34986.55078125,5.988809585571289,1.2980161905288696,10.473822593688965,5.129032135009766,35375.7890625,10.337249755859375,4.613500118255615,15.383500099182129,2.8433334827423096,44382.44921875,12.220328330993652,6.980274200439453,17.26091957092285,5.635483741760254,42747.91796875,12.345597267150879,7.520596981048584,16.768983840942383,6.296773910522461,39284.1796875,9.419402122497559,4.505166530609131,14.615166664123535,2.5933334827423096,35458.62890625,4.976308822631836,0.7431774735450745,9.780274391174316,8.867741584777832,26713.2421875,-0.5358055233955383,-4.479833602905273,3.3368334770202637,2.9833335876464844,17405.279296875,-7.810317516326904,-13.200371742248535,-1.0310161113739014,0.70322585105896,23815.251953125
Mea Rosa 2019,Italy,Liguria,Lvnae,3.9,25,11.45,2019,44.4777617,8.7026296,4.408080577850342,1.7068709135055542,7.803645610809326,5.435483932495117,18899.806640625,0.16608034074306488,-2.553785562515259,3.349785566329956,3.971428632736206,19750.435546875,4.136171817779541,1.222999930381775,7.4713873863220215,7.203226089477539,23116.853515625,11.510638236999512,7.936333179473877,15.33466625213623,4.3433332443237305,35718.1328125,13.965539932250977,10.997193336486816,17.360095977783203,5.951612949371338,37217.3515625,18.06744384765625,14.999666213989258,21.26133155822754,1.8333333730697632,44037.5234375,20.74846839904785,17.310096740722656,24.222999572753906,3.048387050628662,45648.1953125,21.658952713012695,17.947193145751953,25.784290313720703,2.6032257080078125,43694.30078125,17.73293113708496,14.33799934387207,21.85133171081543,1.1733334064483643,39294.0703125,12.960701942443848,10.03267765045166,16.648805618286133,13.416129112243652,26804.494140625,7.022722244262695,5.154666423797607,9.446333885192871,8.696667671203613,17736.53125,4.1471266746521,0.8713870644569397,7.998806476593018,1.4903225898742676,20980.115234375
Amethystos Rosé 2013,Greece,Drama,Costa Lazaridi,3.8,25,9.7,2013,41.1499443,24.1468286,1.9854353666305542,-2.633112907409668,6.521725654602051,3.3096773624420166,24814.1953125,3.5201520919799805,-0.5556379556655884,7.411602973937988,3.879310369491577,24465.05859375,9.643299102783203,4.076564311981201,14.644307136535645,0.8580645322799683,33548.17578125,14.618430137634277,8.891833305358887,19.308500289916992,2.4466664791107178,36669.546875,18.910165786743164,13.034628868103027,23.368501663208008,2.8709676265716553,42211.47265625,24.858362197875977,18.335166931152344,29.491832733154297,0.1433333456516266,48673.5234375,28.96803092956543,22.87495231628418,33.544307708740234,0.17741934955120087,48033.9765625,27.473876953125,21.27011489868164,32.35237121582031,0.3774193227291107,45475.92578125,22.876211166381836,17.44849967956543,27.571834564208984,0.3033333122730255,39303.88671875,18.684965133666992,13.455596923828125,23.30076026916504,2.9903225898742676,32323.3125,11.898152351379395,7.551833152770996,15.78183364868164,3.1466667652130127,24315.376953125,4.6888628005981445,0.9830161333084106,8.687854766845703,4.748386859893799,21264.947265625
Cinsault 2019,France,Pays d'Oc,Les Jamelles,3.6,26,5.56,2019,43.604764,1.4540399,8.46711254119873,5.760258197784424,11.323161125183105,3.8548386096954346,13281.48828125,4.039904594421387,0.27800002694129944,7.758357524871826,3.278571367263794,19231.541015625,8.54466724395752,4.648967742919922,12.850580215454102,3.1419355869293213,28704.216796875,13.523555755615234,8.749666213989258,18.374666213989258,3.1366665363311768,33084.0546875,15.379814147949219,11.40541934967041,19.836063385009766,3.2870967388153076,30470.515625,20.021818161010742,14.874666213989258,24.756330490112305,1.4466665983200073,40413.73046875,23.7509822845459,17.894126892089844,29.397354125976562,2.4161291122436523,45860.12109375,23.9562931060791,18.07961082458496,29.858644485473633,0.8451613187789917,41160.9140625,21.510358810424805,15.697999954223633,27.674665451049805,0.1900000125169754,38945.5390625,14.697354316711426,10.768321990966797,19.24574089050293,4.170968055725098,24682.494140625,10.595499992370605,7.14466667175293,14.716333389282227,1.3799999952316284,24082.669921875,7.967113018035889,4.802193641662598,11.315096855163574,1.567741870880127,15352.7880859375
Rosé 2019,South Africa,Paarl,Backsberg,3.5,26,6.45,2019,-33.7310282,18.9642117,24.221691131591797,17.49393653869629,32.03586959838867,0.6354839205741882,45454.30078125,23.583696365356445,16.85378646850586,31.630571365356445,0.7607142329216003,42887.2265625,20.889904022216797,15.09232234954834,28.166515350341797,0.26774194836616516,37413.86328125,18.645404815673828,12.973666191101074,25.75200080871582,1.8666666746139526,34780.4609375,15.776193618774414,10.855225563049316,21.555225372314453,3.548387050628662,25915.8671875,13.105610847473145,8.475333213806152,18.01533317565918,4.809999942779541,24465.826171875,13.020145416259766,7.74232292175293,19.48103141784668,2.0064518451690674,29466.13671875,10.809527397155762,5.853612899780273,16.122968673706055,2.5774195194244385,27905.111328125,12.534013748168945,7.413666725158691,18.295331954956055,2.6399998664855957,32212.900390625,19.495214462280273,12.700387001037598,26.90522575378418,0.3451613187789917,42654.21484375,19.8317928314209,12.785333633422852,27.86199951171875,0.3333333432674408,44383.01953125,21.151262283325195,14.850386619567871,28.361677169799805,1.6677418947219849,42994.8203125
